,Time (s),Channel 1 (V),Channel 2 (V),Ch2_moving_average
72,-0.0025346382577132,-0.3869153095364024,9.473160463888687,9.064241699023993
73,-0.0025340082577132,-0.3865820592247297,9.487745173435377,9.081235715105942
74,-0.0025333782577132,-0.3865820592247297,9.487745173435377,9.09614376404021
75,-0.0025327482577132,-0.386248808913057,9.480452818662032,9.108965845826793
76,-0.0025321182577132,-0.3875818101597471,9.458575754342013,9.119701463259684
77,-0.0025314882577132,-0.387248559848075,9.433052512635294,9.128350616338885
78,-0.0025308582577132,-0.3885815610947665,9.39659073876856,9.134913305064396
79,-0.0025302282577132,-0.3902478126531292,9.367421319675197,9.139389529436215
80,-0.0025295982577132,-0.3892480617181112,9.316374836261785,9.141779289454343
81,-0.0025289682577132,-0.3902478126531294,9.279913062395044,9.14208258511878
